file,shots,input,counts
qft_9,1024,'000001110y',"{'110000110': 9, '101000111': 5, '110000101': 1, '001000110': 6, '111001111': 5, '000110100': 4, '100100111': 6, '010111111': 11, '010001110': 11, '011000111': 8, '000000111': 3, '100001110': 15, '101011111': 6, '110100111': 8, '111100110': 9, '011100110': 14, '000010111': 5, '000100101': 1, '101111111': 3, '001001110': 11, '011011110': 14, '000110110': 11, '100001111': 6, '110001110': 8, '000111111': 6, '101111110': 13, '010100110': 8, '110000100': 1, '110011110': 9, '111011110': 10, '011010110': 14, '010011100': 2, '000001110': 6, '101100111': 5, '011101110': 11, '100010110': 13, '011111110': 12, '001101110': 12, '100110111': 8, '011000110': 8, '101010110': 9, '011011111': 3, '000101111': 5, '000100111': 5, '110100110': 14, '011110110': 10, '111111110': 9, '100110100': 4, '100111110': 13, '110111101': 3, '010011111': 4, '010111110': 4, '110000111': 4, '010011110': 9, '101110110': 8, '101001110': 15, '110010110': 14, '110010111': 9, '011001111': 6, '111011111': 5, '010110110': 9, '001000111': 4, '100111111': 5, '100101111': 2, '000011111': 3, '101111100': 3, '011001110': 11, '001110110': 6, '001111100': 2, '111000111': 4, '000111110': 8, '101100110': 8, '001000101': 4, '101110100': 2, '100110110': 6, '010110111': 7, '111111111': 3, '110101110': 6, '111000110': 6, '000100110': 7, '010100111': 6, '010010111': 2, '001010110': 13, '110110110': 7, '011111100': 3, '010010110': 8, '000101101': 1, '111000100': 1, '101000110': 12, '010101110': 11, '101101100': 3, '000101110': 8, '100001100': 2, '101010111': 3, '100000101': 2, '001100100': 3, '100011110': 6, '001110111': 5, '001101111': 6, '011110111': 4, '011100111': 7, '101001100': 5, '000100100': 2, '100000110': 4, '001100111': 5, '000000100': 2, '001011110': 13, '111001110': 8, '110011100': 2, '011010101': 1, '101011110': 6, '111101111': 6, '111010110': 7, '011101101': 3, '011010111': 3, '001100110': 14, '001111110': 10, '001011100': 4, '111100111': 2, '110110101': 2, '011011100': 2, '110001111': 3, '110111110': 9, '111011101': 2, '001111111': 2, '010111100': 2, '001001111': 8, '000001100': 2, '000001111': 4, '001011101': 1, '100000111': 3, '000011110': 13, '100101110': 10, '111110110': 7, '001010111': 2, '111010111': 6, '111110111': 3, '000110111': 8, '110101100': 2, '111110100': 1, '011101111': 6, '111101100': 1, '011110100': 2, '110110111': 2, '000010110': 6, '111010100': 2, '111000101': 1, '100011111': 6, '111011100': 1, '100100110': 9, '100010111': 5, '110101111': 3, '101110111': 2, '100101101': 2, '101101110': 6, '010000110': 7, '010111101': 1, '011111111': 5, '010010101': 1, '111100100': 1, '010001111': 2, '100100101': 1, '111001100': 3, '101101111': 4, '110010100': 1, '101010100': 3, '101001111': 3, '010101111': 2, '001011111': 4, '000111100': 1, '100101100': 4, '010100100': 1, '110100100': 1, '000000110': 2, '111100101': 2, '001110101': 1, '010101100': 2, '011000101': 1, '001000100': 2, '100010100': 1, '101010101': 2, '000010100': 1, '010000111': 3, '010101101': 2, '100000100': 2, '111111101': 1, '100110101': 1, '011101100': 2, '110110100': 1, '000111101': 1, '111101110': 3, '000011100': 2, '110011111': 2, '001110100': 1, '111101101': 1, '011000100': 1, '111110101': 1, '111111100': 1, '010110100': 1, '001001101': 1, '010001100': 2, '101100100': 1, '110001100': 1, '101111101': 1}"
qft_9,1024,'000001111y',"{'110000110': 4, '101000111': 12, '110000101': 2, '001000111': 8, '111001111': 9, '000110100': 2, '100100111': 13, '010111111': 13, '010001111': 8, '011000111': 13, '000000111': 5, '100001111': 15, '101011111': 7, '110100111': 16, '111100111': 7, '011100111': 17, '000010111': 9, '000100101': 2, '101111111': 9, '001001111': 17, '011011110': 6, '000110110': 3, '001001110': 2, '110001111': 7, '000111111': 7, '010100111': 11, '110011111': 7, '111011110': 6, '011010111': 12, '010011101': 1, '000001110': 3, '101100111': 9, '011101110': 4, '100010110': 6, '011111110': 2, '001101111': 12, '100110111': 12, '011111111': 15, '101010111': 7, '011011111': 11, '000101111': 8, '000100111': 10, '011110111': 8, '011100110': 4, '111111111': 8, '100110101': 2, '100111111': 9, '110111101': 3, '010011111': 9, '010011100': 1, '010111110': 2, '110000111': 9, '101110111': 6, '101001111': 11, '110100110': 6, '110010110': 5, '110010111': 18, '011001111': 11, '111011111': 9, '010110110': 4, '010011110': 4, '101111110': 7, '100110100': 3, '010110111': 12, '100101111': 10, '100001110': 6, '100111110': 9, '000011111': 9, '101111101': 2, '011001110': 6, '001110111': 10, '001111100': 2, '111000111': 7, '011110110': 6, '000111110': 7, '101100110': 4, '001000101': 6, '101110101': 1, '110001110': 4, '110101110': 2, '101010110': 5, '000100110': 2, '010010111': 7, '001010110': 7, '110110111': 6, '011111101': 2, '000101101': 1, '111000101': 2, '000001111': 7, '001101110': 6, '101000110': 5, '010101110': 4, '101101101': 2, '010101111': 9, '001010111': 8, '000101110': 5, '100001101': 1, '101110110': 4, '100000101': 3, '001100100': 2, '100011111': 8, '100110110': 2, '111111110': 4, '011000110': 3, '101001100': 3, '000100100': 1, '100000111': 6, '001100111': 15, '000000101': 2, '010001110': 5, '001011111': 12, '110011100': 1, '011010101': 1, '000110111': 16, '101011110': 5, '111101111': 8, '001011110': 5, '111010110': 6, '011101101': 5, '001111110': 7, '111000110': 3, '001011101': 3, '001000110': 2, '110110101': 3, '011011100': 2, '101001110': 7, '110111111': 5, '011010110': 5, '111011101': 3, '010010110': 3, '001111111': 5, '010111101': 3, '000001100': 1, '100011110': 4, '111110110': 4, '111010111': 7, '111100110': 4, '100010111': 12, '101110100': 1, '111110111': 6, '110101100': 1, '011101111': 13, '111110100': 1, '111101101': 2, '000011110': 7, '011110101': 2, '110101111': 7, '100101110': 2, '000010110': 2, '111010101': 2, '100100110': 2, '100101101': 5, '110011101': 1, '101101110': 3, '010000111': 9, '010010101': 1, '111100101': 3, '000110101': 2, '101001101': 2, '110110110': 3, '110011110': 4, '010100110': 3, '100100101': 1, '111001101': 2, '101101111': 7, '001100101': 1, '111001100': 1, '110010101': 1, '101010100': 2, '101010101': 3, '001100110': 4, '011111100': 1, '000111101': 2, '010100101': 1, '110100100': 1, '001011100': 2, '001110101': 1, '010101100': 2, '011000101': 2, '101111100': 2, '100010101': 1, '100101100': 1, '000010100': 1, '100000110': 1, '010000110': 1, '100001100': 1, '010101101': 2, '111111101': 1, '101101100': 1, '111101110': 1, '001110110': 1, '000011100': 1, '000011101': 1, '001110100': 1, '111001110': 4, '110101101': 1, '110111110': 4, '111110101': 1, '100000100': 1, '111111100': 1, '010110100': 1, '001001101': 1, '010001101': 1, '101100101': 1, '110001101': 1, '010001100': 1, '000001101': 1}"
qft_9,1024,'000010000y',"{'110000000': 11, '101000001': 12, '001000001': 6, '111000100': 4, '000110000': 15, '100100001': 12, '010110101': 2, '010000011': 5, '011000001': 10, '000000001': 6, '100000011': 7, '101010101': 5, '110100001': 12, '111100000': 11, '011100001': 14, '000010001': 7, '000100000': 8, '101110101': 3, '001000011': 6, '011010010': 10, '001000010': 3, '100000110': 4, '011100000': 13, '110000010': 5, '000110101': 3, '101110011': 6, '010100001': 11, '110010010': 5, '111010010': 8, '011010000': 15, '010010001': 5, '000000010': 4, '101100001': 9, '011100010': 5, '100010000': 14, '011110010': 4, '001100011': 3, '100110001': 13, '011110011': 8, '011000000': 10, '101010000': 14, '011010100': 2, '000100101': 2, '000100001': 10, '110100000': 13, '011110000': 11, '111110100': 4, '100110000': 9, '100110011': 4, '110110001': 8, '010010101': 3, '100000010': 8, '010110010': 3, '110000001': 5, '010010011': 3, '101110000': 10, '101000011': 4, '110010000': 14, '101000100': 2, '110010001': 13, '011000100': 3, '111010110': 1, '010110000': 10, '101110010': 7, '100110111': 2, '100100110': 1, '100110010': 6, '000010100': 2, '101110001': 6, '011000010': 7, '111010011': 2, '001110001': 9, '100000101': 1, '000110110': 2, '000100110': 3, '111000001': 7, '000110010': 7, '101100000': 9, '001000000': 11, '010110001': 10, '010110100': 7, '110100010': 4, '111000000': 8, '001010000': 12, '110110000': 8, '011110001': 8, '010010000': 9, '000000011': 2, '001100010': 9, '101000000': 12, '010100010': 6, '010100011': 4, '000100010': 5, '011000011': 2, '100000001': 5, '101010001': 4, '100000000': 8, '001100000': 14, '100010010': 5, '011010011': 3, '001100110': 1, '111110010': 5, '001100001': 8, '000000000': 3, '010000010': 6, '001010010': 7, '111000011': 4, '111100100': 3, '111010000': 9, '011010001': 5, '010100000': 8, '001110010': 7, '001010001': 8, '111100001': 5, '100100100': 1, '111010100': 4, '110000100': 1, '110110010': 5, '001100101': 3, '111010001': 9, '001010011': 4, '001110101': 1, '001000101': 4, '000000100': 1, '100010001': 6, '000010011': 4, '100100011': 6, '111110000': 9, '001000100': 4, '110000101': 1, '111110001': 5, '000110001': 10, '011100011': 5, '011100100': 3, '000000110': 3, '001110011': 2, '010010110': 1, '000010010': 9, '111110111': 1, '110100011': 2, '100100010': 4, '100110101': 1, '000010000': 7, '001010100': 2, '001000110': 2, '100010100': 4, '011000101': 3, '100100000': 10, '101010010': 4, '110100100': 3, '110010011': 3, '110110011': 3, '011010111': 1, '111110011': 2, '000110011': 1, '010100100': 2, '010000000': 7, '001110000': 7, '011110110': 2, '010010010': 4, '010110011': 1, '010000101': 1, '100110100': 2, '011110111': 1, '100010101': 1, '101100111': 1, '101100100': 3, '101100011': 2, '101010110': 1, '101000110': 1, '010100111': 1, '001010110': 1, '101010011': 1, '101000010': 7, '111100101': 2, '101100010': 3, '000010110': 1, '110000011': 3, '001010101': 1, '101000111': 1, '011100111': 2, '001100100': 1, '010000001': 5, '100010110': 1, '011010101': 1, '001100111': 1, '010010100': 1, '011100101': 1, '001110111': 1, '011110101': 1, '111100010': 2, '111100011': 1, '110010101': 1, '111000010': 4, '111100110': 1, '000110100': 1, '111000110': 1, '011110100': 1, '101000101': 1, '001010111': 2, '010110111': 2, '110000110': 1, '010000110': 1, '000100011': 1, '110010100': 1, '100000100': 1}"
qft_9,1024,'000010001y',"{'110000000': 8, '101000001': 17, '001000001': 9, '111000101': 3, '000110000': 8, '100100001': 18, '010110101': 3, '010000011': 7, '011000001': 14, '000000001': 6, '100000011': 9, '101010101': 5, '110100001': 15, '111100001': 8, '011100001': 20, '000010001': 9, '000100000': 7, '101110101': 3, '001000011': 7, '011010010': 6, '001000010': 2, '100000110': 3, '110000011': 5, '000110101': 4, '101110011': 9, '010100001': 13, '110010011': 6, '111010010': 5, '011010001': 14, '010010001': 9, '000000010': 2, '101100001': 12, '011100011': 8, '100010000': 11, '011110010': 2, '001100011': 6, '100110001': 14, '011110011': 10, '101010001': 7, '011010101': 2, '000100101': 2, '000100001': 11, '011110001': 10, '011100000': 7, '111110100': 4, '100110000': 8, '100110011': 6, '110110001': 10, '011110000': 9, '010010101': 3, '010110010': 2, '110000001': 8, '010010011': 4, '101110001': 10, '101000011': 6, '110100000': 10, '110010000': 6, '101000100': 2, '110010001': 21, '011000100': 2, '111010110': 1, '010110000': 5, '101110010': 4, '010110001': 15, '100110111': 2, '100100110': 1, '100000010': 6, '100110010': 4, '000010100': 2, '010110011': 2, '011000010': 4, '111010011': 5, '001110001': 12, '100000101': 2, '000110110': 2, '000100110': 2, '111000001': 10, '000110010': 6, '101100000': 6, '001000000': 8, '101110000': 6, '110000010': 3, '010110100': 6, '110100010': 2, '101010000': 11, '001010000': 8, '011010011': 7, '111000000': 5, '000000011': 4, '001100010': 6, '101000000': 7, '010100010': 3, '010100011': 7, '001010001': 12, '000100010': 3, '011000011': 5, '100000001': 7, '100000000': 6, '001100000': 9, '100010011': 3, '001100110': 1, '111110011': 4, '111000100': 1, '011000000': 6, '001100001': 13, '000000000': 3, '010000010': 4, '001010011': 7, '111000011': 4, '011010000': 6, '111100101': 4, '000110001': 17, '111010000': 8, '001110011': 5, '110110000': 6, '100100101': 1, '111010101': 3, '110000100': 1, '110110011': 5, '001100101': 4, '111010001': 10, '010010000': 5, '001110101': 1, '001000101': 5, '000000100': 1, '100010001': 9, '000010011': 7, '100100011': 8, '111110000': 6, '100000111': 1, '001000100': 3, '110000101': 1, '111100000': 8, '111110001': 8, '011100100': 3, '000000110': 1, '011010100': 1, '010010111': 1, '000010010': 6, '111110111': 1, '110100011': 4, '100100010': 2, '100110101': 1, '000010000': 5, '001010100': 2, '001000110': 1, '100010101': 4, '011000101': 4, '101010010': 3, '110100101': 2, '100100000': 4, '000000111': 2, '011010111': 1, '000110011': 2, '010100100': 2, '010000001': 11, '100010100': 1, '011110111': 2, '110010010': 2, '010000101': 1, '010100000': 6, '001000111': 1, '100110100': 2, '101100111': 1, '101100100': 3, '000100111': 1, '101100011': 3, '101010110': 1, '101000110': 1, '010100111': 1, '001010111': 3, '101010011': 2, '000100011': 3, '010010010': 3, '011100010': 2, '001110000': 4, '001010010': 4, '101000010': 5, '001110010': 4, '101100010': 2, '011110110': 1, '000010111': 1, '111100100': 1, '001010101': 1, '101000111': 1, '011100111': 2, '100010110': 1, '010000000': 1, '001100111': 1, '010010100': 1, '011100101': 1, '001110111': 1, '011110101': 1, '111100010': 1, '111100011': 2, '111010100': 1, '110100100': 1, '111110010': 3, '110010101': 2, '111000010': 4, '111100111': 1, '100010010': 2, '111000111': 1, '011110100': 1, '101000101': 1, '110110010': 3, '010110111': 2, '110000110': 1, '010000110': 1}"
qft_9,1024,'000010010y',"{'110000000': 8, '101000010': 26, '001000010': 18, '111000110': 4, '000110000': 9, '100100010': 27, '010110110': 5, '010000010': 21, '011000010': 23, '000000010': 11, '100000010': 21, '101010110': 6, '110100010': 20, '111100001': 1, '011100010': 29, '000010010': 22, '000100000': 8, '101110110': 3, '011010010': 27, '100000110': 5, '110000010': 16, '000110110': 5, '101110010': 22, '010100010': 22, '110010010': 26, '111010010': 19, '010010010': 15, '101100010': 17, '100010000': 12, '011110010': 20, '001100010': 23, '100110010': 24, '101010010': 11, '011010110': 3, '000100110': 5, '000100010': 16, '110100000': 11, '011100000': 7, '111110100': 4, '100110000': 8, '110110010': 17, '011110000': 10, '010010110': 4, '010110010': 15, '110010000': 9, '101000100': 2, '011000100': 2, '111010110': 3, '010110000': 9, '100110110': 3, '100100110': 1, '000010100': 2, '001110010': 21, '111000010': 18, '000110010': 24, '101100000': 6, '001000000': 8, '101110000': 6, '010110100': 6, '101010000': 11, '001010000': 12, '110110000': 7, '111000000': 5, '000000011': 1, '101000000': 9, '100000000': 7, '001100000': 11, '100010010': 13, '001100110': 5, '111110010': 13, '111000100': 1, '011000000': 6, '010010000': 6, '000000000': 3, '001010010': 19, '011010000': 6, '111100100': 2, '111010000': 9, '111100010': 9, '100100100': 1, '110000100': 1, '001110110': 2, '001000110': 7, '000000100': 1, '111110000': 7, '001000100': 3, '110000110': 2, '111100000': 9, '011100100': 3, '000000110': 3, '011010100': 1, '111110110': 1, '000010000': 5, '001010100': 2, '100010100': 3, '011000110': 4, '110100100': 2, '100100000': 4, '111110011': 1, '010100100': 2, '101010001': 1, '100100011': 1, '011110110': 4, '010000110': 2, '010100000': 7, '100110100': 2, '100010110': 3, '101100111': 1, '101100100': 3, '110100110': 1, '101000110': 3, '010100110': 1, '001010110': 4, '001110000': 4, '111100110': 4, '000010110': 1, '010000011': 1, '011100110': 3, '001100100': 1, '010000000': 1, '010010100': 1, '111010100': 2, '110010110': 2, '011100001': 1, '000110100': 1, '011110011': 1, '101110001': 1, '011110100': 1, '100000100': 1}"
qft_9,1024,'000010011y',"{'110000001': 8, '101000011': 26, '001000011': 18, '111000111': 4, '000110001': 9, '100100011': 27, '010110111': 5, '010000011': 22, '011000011': 23, '000000011': 12, '100000011': 21, '101010111': 6, '110100011': 20, '111100001': 10, '011100011': 28, '000010011': 22, '000100001': 7, '101110111': 3, '011010011': 27, '100000111': 5, '110000011': 16, '000110111': 5, '101110011': 22, '010100011': 22, '110010011': 26, '111010011': 19, '010010011': 15, '101100011': 17, '100010001': 12, '011110011': 21, '001100011': 23, '100110011': 24, '101010011': 11, '011010111': 3, '000100111': 5, '000100011': 16, '110100001': 11, '011100001': 8, '111110101': 4, '100110001': 8, '110110011': 17, '011110001': 10, '010010111': 4, '010110011': 15, '110010001': 9, '101000101': 2, '011000101': 2, '111010111': 3, '010110001': 9, '100110111': 3, '100100111': 1, '000010101': 2, '001110011': 21, '111000011': 17, '000110011': 24, '101100001': 6, '001000001': 8, '101110001': 7, '010110101': 6, '101010001': 12, '111000010': 1, '001010001': 12, '110110001': 7, '111000001': 5, '101000001': 9, '100000001': 6, '001100001': 10, '100010011': 13, '001100111': 5, '111110011': 14, '111000101': 1, '011000001': 6, '010010001': 6, '000100000': 1, '000000001': 3, '001010011': 19, '011010001': 6, '111100101': 2, '111010001': 9, '111100011': 9, '100100101': 1, '110000101': 1, '001110111': 2, '001000111': 7, '000000101': 1, '111110001': 7, '001000101': 3, '110000111': 2, '011100101': 3, '000000111': 3, '011010101': 1, '111110111': 1, '000010001': 4, '001010101': 2, '100010101': 3, '011000111': 4, '110100101': 2, '100100001': 4, '010100101': 2, '011110111': 4, '001100000': 1, '010000111': 2, '010100001': 7, '100110101': 2, '100010111': 3, '101100111': 1, '101100101': 3, '110100110': 1, '101000111': 3, '010100111': 1, '001010111': 4, '001110001': 4, '111100111': 4, '000010111': 1, '011100111': 3, '001100101': 1, '011100010': 1, '000010000': 1, '010000001': 1, '010010101': 1, '100100010': 1, '111010101': 2, '110010111': 2, '000110101': 1, '011110101': 1, '100000000': 1, '100000101': 1}"
qft_9,1024,'000010100y',"{'110000100': 21, '101000100': 33, '110000000': 4, '001000100': 21, '111000101': 3, '000110000': 5, '100100100': 31, '010110101': 3, '010000100': 22, '011000100': 29, '000000100': 14, '100000100': 25, '101010101': 6, '110100100': 28, '111100100': 17, '011100100': 39, '000010100': 27, '000100000': 4, '101110101': 3, '011010100': 31, '000110100': 29, '100000101': 4, '000110101': 4, '101110100': 25, '010100100': 29, '110010100': 33, '111010100': 24, '010010100': 20, '101100100': 24, '100010100': 27, '011110100': 26, '001100100': 31, '100110100': 28, '101010100': 15, '011010101': 2, '000100101': 4, '000100100': 20, '111110100': 20, '100110000': 5, '110110100': 19, '010010101': 3, '010110100': 27, '110100000': 5, '111010110': 1, '010110000': 3, '100110110': 2, '100100101': 1, '001110100': 23, '111000100': 21, '011110000': 3, '001000000': 7, '101110000': 3, '101010000': 8, '001010001': 1, '111000000': 2, '001010100': 30, '100000000': 4, '001100000': 4, '011110010': 2, '001100101': 4, '100110010': 1, '000000000': 2, '011010000': 1, '111010000': 6, '111000001': 1, '001010000': 2, '001000001': 1, '110110000': 5, '111010101': 2, '011010001': 2, '101000000': 3, '010010000': 2, '001110101': 1, '001000101': 5, '101100000': 2, '100000110': 1, '110000101': 2, '111110000': 4, '000000101': 1, '010010110': 1, '111110110': 1, '100110101': 1, '000010000': 2, '001000110': 2, '111110001': 1, '011000101': 4, '000000110': 2, '011010110': 1, '011110110': 3, '111100000': 3, '010000101': 2, '010100000': 2, '100100000': 2, '100010101': 2, '101100111': 1, '000100110': 1, '110100101': 1, '111100010': 1, '110010000': 2, '101000101': 2, '010100110': 1, '001010110': 2, '111100101': 3, '001110000': 2, '011110001': 1, '000010110': 1, '001010101': 1, '011000000': 2, '101000110': 1, '100010000': 1, '011100110': 2, '100010110': 1, '010000000': 1, '001100110': 1, '011100101': 1, '001110110': 1, '011110101': 1, '101000010': 1, '110010101': 2, '111100110': 1, '111000110': 1, '010110110': 2, '000110110': 1, '011100000': 1, '001010111': 1, '101110001': 1}"
qft_9,1024,'000010101y',"{'110000100': 3, '101000101': 34, '110000001': 4, '001000101': 26, '111000101': 22, '000110000': 1, '100100101': 30, '010110101': 28, '010000101': 24, '011000101': 29, '000000101': 15, '100000101': 27, '101010101': 19, '110100101': 25, '111100101': 17, '011100101': 36, '000010101': 25, '000100001': 3, '101110101': 26, '011010101': 30, '000110100': 2, '000110001': 4, '110000101': 20, '000110101': 31, '010100101': 25, '110010101': 31, '111010101': 24, '010010101': 21, '101100101': 20, '100010100': 6, '011110101': 25, '001100101': 32, '100110101': 28, '000100101': 22, '011100100': 4, '111110101': 19, '100110001': 4, '110110101': 18, '110100001': 5, '110010100': 4, '111010111': 1, '010110001': 3, '100110000': 1, '100110111': 2, '001110101': 22, '011110001': 4, '101100100': 4, '001000001': 8, '101110001': 3, '101010001': 7, '001010001': 3, '110100100': 4, '111000001': 3, '101000100': 1, '001010101': 27, '100000001': 3, '001100000': 2, '010110100': 2, '100010101': 23, '011110011': 1, '100110011': 1, '011000100': 4, '000100000': 1, '000000001': 2, '011010001': 3, '001010100': 4, '111010001': 6, '110110001': 5, '101000001': 3, '101110100': 2, '010010001': 2, '101100001': 2, '111110100': 1, '100000111': 1, '111100100': 3, '101110000': 1, '111110000': 1, '010010111': 1, '111110111': 1, '000010001': 1, '111110001': 4, '001000111': 2, '101010100': 2, '100100100': 2, '000000111': 2, '000100100': 2, '011110010': 1, '100110100': 1, '011010111': 1, '011110111': 2, '111100001': 3, '111000100': 2, '010100001': 2, '011010100': 3, '100100001': 2, '101100111': 1, '000100111': 1, '111100011': 1, '001100001': 2, '110010001': 2, '010100111': 1, '001100100': 3, '001010111': 3, '001110100': 2, '011110110': 1, '001110001': 1, '011110100': 2, '010010100': 2, '000010111': 1, '011000001': 2, '101000111': 1, '100010001': 1, '011100111': 2, '000010000': 1, '100000100': 2, '100010111': 1, '111010100': 2, '010000001': 1, '001100111': 1, '101010000': 1, '010100100': 4, '001110111': 1, '000010100': 2, '101000011': 1, '001110000': 1, '111100111': 1, '111000111': 1, '100000000': 1, '010110111': 2, '000110111': 1, '011100001': 1, '110110100': 1}"
qft_9,1024,'000010110y',"{'110000100': 2, '101000110': 26, '110000010': 4, '001000110': 15, '111000111': 7, '000110010': 5, '100100110': 27, '010110111': 11, '010000110': 21, '011000110': 25, '000000110': 12, '100000110': 22, '101010111': 6, '110100110': 26, '111100110': 14, '011100110': 35, '000010110': 22, '000100010': 3, '101110111': 7, '011010110': 27, '000110110': 28, '100000111': 7, '110000110': 16, '000110111': 6, '010100110': 25, '110010110': 33, '111010110': 18, '101110110': 19, '010010110': 19, '101100110': 17, '100010110': 20, '011110110': 22, '001100110': 27, '100110110': 25, '101010110': 14, '011010111': 5, '000100111': 5, '000100110': 20, '111110111': 6, '100110010': 4, '110110110': 18, '010010111': 5, '010110110': 20, '101000111': 9, '110100011': 2, '011000111': 6, '111010111': 7, '010110011': 1, '100110000': 1, '100110111': 6, '100100111': 4, '000010111': 5, '001110110': 23, '111000110': 17, '011110010': 3, '101100100': 2, '001000010': 7, '101110010': 2, '101010010': 7, '001010011': 1, '111000010': 2, '000000111': 5, '101000100': 1, '011100100': 1, '010100111': 4, '001010110': 27, '100000010': 3, '001100000': 2, '011110011': 3, '001100111': 8, '100110011': 1, '111110110': 15, '011000100': 1, '000100000': 1, '000000010': 2, '011010010': 1, '111100111': 6, '111010011': 1, '111000011': 1, '001010010': 2, '001000011': 1, '110110010': 4, '110000111': 5, '111010010': 5, '011010011': 2, '101000010': 3, '101110100': 1, '010010011': 1, '001110111': 2, '001000111': 13, '101100010': 2, '101110000': 1, '111110010': 4, '011100111': 6, '101110101': 1, '000010010': 1, '001010111': 6, '100010111': 6, '111110011': 1, '111100100': 1, '101010100': 1, '110100111': 3, '100100101': 1, '011110111': 7, '010010010': 1, '111100010': 3, '010000111': 3, '010100011': 1, '011010100': 2, '100100010': 2, '101100111': 5, '111100011': 1, '001100010': 2, '110010010': 2, '010100010': 1, '110100010': 3, '001110010': 2, '011000010': 2, '100010100': 3, '011000101': 1, '100010010': 1, '010110010': 2, '000010000': 1, '100000100': 1, '111010100': 2, '110110111': 1, '010000010': 1, '011110100': 1, '110110011': 1, '100010101': 1, '101010000': 1, '010100100': 1, '001010100': 1, '000010100': 1, '101000011': 1, '110010111': 2, '101100101': 1, '100000000': 1, '010110100': 1, '111000100': 1, '001100100': 1, '011100010': 1, '101110011': 1}"
qft_9,1024,'000010111y',"{'110000101': 2, '101000111': 28, '110000011': 3, '001000110': 4, '111000111': 20, '000110010': 4, '100100111': 24, '010110111': 25, '010000111': 18, '011000111': 25, '000000111': 15, '100000111': 26, '101010111': 15, '110100111': 19, '111100110': 6, '011100111': 30, '000010111': 23, '000100011': 3, '101110111': 22, '001000111': 24, '011010111': 22, '000110110': 10, '011100110': 11, '110000111': 16, '000110111': 24, '010100110': 6, '110000010': 1, '110010111': 22, '111010111': 24, '011010110': 10, '010010111': 17, '101100111': 18, '100010110': 9, '011110111': 24, '001100111': 24, '100110111': 26, '011000110': 6, '101010110': 5, '000100111': 19, '110100110': 10, '011110110': 5, '111110111': 17, '100110011': 3, '110110111': 14, '101110110': 4, '110100011': 4, '110010110': 13, '010110011': 2, '100110001': 1, '010110110': 6, '001110111': 20, '011110011': 5, '101100101': 3, '001000011': 6, '101110011': 3, '100110110': 5, '101010011': 5, '111000110': 4, '010100111': 23, '001010011': 3, '110110110': 5, '010010110': 7, '111000010': 1, '000100110': 6, '101000101': 1, '011100101': 1, '001010110': 8, '100000011': 2, '001100001': 2, '100010111': 17, '011000101': 2, '000100001': 1, '100000110': 3, '000000010': 2, '001010111': 25, '011010011': 3, '111100111': 14, '101000110': 7, '111010011': 4, '001100110': 11, '111000011': 2, '110110011': 4, '101000011': 4, '101110101': 2, '010010011': 2, '101100011': 1, '111110110': 4, '101110001': 1, '111110010': 1, '000010011': 1, '111010010': 2, '111110011': 4, '111100101': 1, '100100110': 7, '101010101': 1, '011110010': 1, '100100101': 1, '101100110': 4, '010000110': 6, '001110110': 5, '111100010': 1, '010100011': 1, '011010100': 2, '100100011': 2, '110000110': 5, '111100011': 3, '001100010': 1, '110010010': 1, '101010010': 2, '010100010': 1, '110100010': 1, '000000110': 2, '001110011': 1, '011000011': 2, '100010101': 3, '001000010': 2, '100010011': 1, '000010001': 1, '100000101': 1, '111010100': 1, '111010110': 1, '010000011': 1, '011110101': 1, '101010001': 1, '010100101': 1, '000010110': 4, '100000010': 1, '001010101': 1, '110110010': 1, '100010100': 1, '000010101': 1, '001110010': 1, '100110010': 2, '001100011': 1, '100000001': 1, '010110010': 1, '010110101': 1, '110010011': 1, '101100010': 1, '111000101': 1, '001100101': 1, '011100011': 1, '111010101': 1, '000110011': 1}"
